제목,카테고리1,카테고리2,카테고리3,지역명,시군구명,요약
하섬,자연,자연관광지,섬,전라북도,부안군,"하섬은 변산 고사포 해수욕장에서 약 2㎞ 떨어져 있으며, '바다에 떠 있는 연꽃같다'하여 연꽃 하(遐)자 하섬이라고도 하고, 새우가 웅크리고 있는 모양을 하고있다 하여 새우 하(鰕)자를 쓰는 하섬이라고도 한다. 섬 안에는 200여 종의 식물이 있고 소나무 숲이 울창하여 솔바람 소리와 솔향이 가득하다. 섬 남쪽에는 조그만 백사장이 있어서 여름에는 호젓하게 맑은 섬 바다에서 해수욕을 즐길 수도 있다. 물이빠진 갯벌에서는 조개잡이 체험도 가능하다."
비안도,자연,자연관광지,섬,전라북도,군산시,"* 기러기를 닮은 섬, 비안도 * 군산항에서 남서쪽으로 약 43㎞ 떨어져 있고, 고군산열도의 여러 섬 중에서 최남단에 위치하는 섬이다. 면적 1.63㎢에 해안선의 길이 6.6㎞이다. 섬에는 높이 191m의 노비봉이 있고, 이 봉우리를 덮고 있는 동백나무와 괴목나무숲이 장관을 이룬다. 그리고 동쪽해안에는 질 좋은 모래가 깔린 해변이 있어 여름철에 해수욕을 즐기려는 사람들이 많이 찾아온다. * 비안도의 유래 및 형성 * 비안도는 멀리 떨어져서 보면 날아가는 기러기 모양과 같다고 해서 붙여진 이름이다. 1896년 신설된 전라남도 지도군에"
돌산도,자연,자연관광지,섬,전라남도,여수시,"우리나라에서 7번째로 큰 섬이며, 1984년 12월 15일에 준공된 돌산대교를 통해 여수반도와 이어져 있다. 길이 450m, 폭 11.7m의 사장교인 돌산대교는 주변의 아름다운 해상풍경과 멋진 조화를 이뤄 그 자체가 관광명소가 되었다. 돌산도에는 돌산공원, 무술목전적지, 전라남도수산종합관, 방죽포 해수욕장, 향일암, 은적암 등의 명승지와 유적지가 있으며, 섬 전체를 둘러볼 수 있는 해안 일주도로가 잘 포장되어 있다. 특히 근래에는 관광식당, 민박집 등의 편의시설이 늘어남에 따라 이곳을 찾는 여행객들도 증가하는 추세이다. 돌산도는 자"
홍도,자연,자연관광지,섬,전라남도,신안군,"우리나라 사람이면 누구나 한번쯤 가보고 싶어하는 섬 홍도는 신안이라는 이름보다도 더 널리 알려진 곳으로 해마다 수십만의 관광객이 몰려드는 아름다운 섬이다. 총 면적 6.87㎢이며, 동서로 2.4km, 남북으로는 6.4km, 해안선 길이는 20.8km이다. 홍도는 동경 125°12″, 북위 34°41″에 위치하며, 목포항에서 서남쪽으로 115㎞, 흑산도에서는 22㎞ 떨어져 있다.해질녘에 섬 전체가 붉게 보인다 하여 ""홍도""라는 이름이 붙었는데, 본섬을 비롯해 20여 개의 부속 섬으로 이루어져 있으며 누에 모양을 한 홍도는 섬의 2/3"
흑산도,자연,자연관광지,섬,전라남도,신안군,"우리나라 행정구역상 최서남단 해역에 위치한 섬으로 목포에서 서남방 해상 92.7㎞(동경 125도 26′, 북위 34도 41′) 떨어진 곳에 있다. 바닷물이 푸르다 못해 검다 해서 흑산도라 불리우고, 섬의 면적은 19.7㎢, 해안선길이는 41.8㎞에 달하는 제법 큰 섬이다. 산지가 대부분을 차지하기 때문에 논농사는 전무한 실정이고, 수산업과 관광산업에 크게 의존하고 있다. 흑산도 예리항은 동지나해와 서남단 인근 어장의 전진기지로 중국어선들이 많이 입출항하고 있고 대규모 관광개발이 활발히 진행되고 있으며, 최서남단 소흑산도(가거도)는 "
녹도,자연,자연관광지,섬,충청남도,보령시,"면적 0.89㎢의 작은 섬으로 대청도·외연도·초망도·오도 등과 함께 외연열도를 이룬다. 섬의 지형이 사슴처럼 생겼다 하여 녹도라고 부르며, 옛날에는 초분이 있던 섬이다. 바위가 많고 급하게 경사진 곳에 마을이 있어 유휴면적이 부족한 실정이다. 특산물로는 우럭, 해삼, 전복 등이 있다.* 섬구성 : 본섬1 , 부속섬 4 * 면적 : 1,280,983㎡ "
사량도,자연,자연관광지,섬,경상남도,통영시,"행정구역상으로 통영시에 속하는 사량도는 한려해상국립공원의 중간 지점에 위치하며, 약 1.5㎞ 의 거리를 두고 윗섬과 아랫섬, 수우도의 세 개 섬으로 이루어져 있다. 사량도는 윗섬에만 약 1,011세대 2,192여 명의 주민이 살고 있는 작지 않은 섬인데다, 연 20만명의 관광객들, 특히 주말이면 약 5,000명의 관광객들이 등산과 낚시를 즐기기 위해 찾아온다. 등산과 해수욕은 주로 윗섬에서, 낚시꾼들은 아랫섬을 주로 찾는다. 윗섬에는 육지의 산에 비해 높이나 규모는 작지만 산행코스나 암릉미에 있어서는 전혀 뒤떨어지지 않는 지리망산,"
목도,자연,자연관광지,섬,울산,울주군,"묵도는 울산시 울주군 온산읍 방도리 목도마을 앞 해당에 떠 있는 14,876m²(4,500평)의 작은 섬이다. 동물의 눈과 같은 형상이라 하여 목도라는 이름이 붙었다고는 하나, 280m 정도 거리를 두고 떨어져 있는 목도마을의 이름을 땄다는 얘기가 더 신빙성 있어 보인다. 옛날에는 대나무가 많이 자라 대섬(竹島)으로도 불렸는데, 지금은 대나무 대신 동백나무가 울창한 숲을 이루고 있다. 덕분에 지금은 동백섬으로 더 잘 알려져 있다. 이 곳의 동백나무에는 옛날 울릉도의 동백열매가 파도를 타고 표류하여 목섬에 닿은 것이 싹이 돋아 온 섬"
용초도,자연,자연관광지,섬,경상남도,통영시,"통영시 한산면에 딸린 섬으로 용이 모래밭에 내려앉았다는 전설과 나무보다는 풀이 많다고 해서 용초도라 불린다. 통영의 여러 섬들 중 내만권에 속한 용초도는 가을 감성돔의 출몰지로 유명해 초가을부터 강태공들이 자주 드나드는 곳 중 하나다. 특히, 미역 양식장 근처에 머물고 있던 감성돔들이 양지바른 갯바위 구석구석에 휴식을 취하는 곳이기도 하다. 초가을부터 벵에돔과 함께 찾아온 감성돔은 수온이 내려갈수록 갯바위 쪽으로 이동하여 영등철까지 이곳에서 월동하는 놈들이 많아서 낚시꾼들의 발길이 끊이질 않는다.&nbsp; "
노대도,자연,자연관광지,섬,경상남도,통영시,"연화열도의 한모퉁이에 자리잡은 유인도로 통영항에서 뱃길로 1시간 거리에 위치한 섬이다. 상노대도와 하노대도로 이루어져 있는데, 상노대도의 깃대봉(182m)에 오르면 노대도 주변의 바다와 섬을 한눈에 조망할 수 있다. 주변 바다에는 각종 양식장이 많이 설치돼 있고, 섬 주변의 갯바위는 ""꾼""들의 발길이 끊이질 않는 바다 낚시 포인트이다. 주로 감성동, 볼락, 망상어, 농어, 방어, 고등어, 전갱이, 문어 등의 어종이 상·하노대도 사이의 해협을 따라서 어군을 형성한다. 상노대도 남쪽해안의 상리 마을에서는 지금으로부터 7,000∼9,00"
용유도,자연,자연관광지,섬,인천,중구,"면적 13.603㎢, 해안선 길이 48.2km의 섬으로, 부근에 신불도(新佛島), 삼목도(三木島), 영종도(永宗島), 대무의도(大舞衣島), 장봉도(長峰島), 모도(茅島), 시도(矢島), 신도(信島) 등이 있다. 그 동안에는 영종도와 연륙교로 연결되어 있었으나, 두 섬 사이의 간척지에 인천국제공항이 건설됨으로써 지금은 두 섬이 하나가 되었다. 용유도에는 1986년 국민관광지로 지정된 을왕리해수욕장을 비롯하여 왕산유원지, 선녀바위유원지, 마시란유원지, 읍나루유원지, 거잠포유원지 등이 서남쪽 해안을 따라 조성되어 있으며, 매년 8월초 해"
비양도,자연,자연관광지,섬,제주도,제주시,"제주도 동쪽의 성산포 앞바다에 우도가 있듯이 서쪽의 한림항 앞바다에는 비양도가 떠 있다. 협재해수욕장에서 바라보면 손에 잡힐 듯 가까운 섬이다. 아직은 우도처럼 널리 알려지질 않아 스쿠버 다이빙을 즐기거나 바다낚시를 즐기려는 사람말고 찾아오는 관광객은 그리 많지 않다. 섬으로 들어가기 위한 도선은 한림항에서 떠나는데, 정원 44명의 도선에 오르면 불과 15분 만에 비양도의 압개포구에 닿는다. 현재 비양도에는, 약 48가구에 80명 정도의 주민이 거주한다. 섬 전체의 면적이 좁아서 농업은 발달하지 못했다. 그래서 주민들의 대부분은 바"
모도,자연,자연관광지,섬,인천,옹진군,"1875년 경 김포군 통진에서 살던 차영선이 조업 중 이곳에 정착하였다고 한다. 모도 앞바다에서 고기잡이를 할 때 고기는 잡히지 않고 띠만 걸려 띠 '모(茅)'자를 써서 모도라 불리운다. 암행어사 이건창에 대한 설화가 비석과 함께 내려온다. 섬 주위에 낚시터가 형성되어 숭어, 망둥어, 우럭, 붕장어(아나고) 등이 잡힌다. 특산물로는 당도가 높은 포도가 재배되며, 자연산 굴이 유명하다. 1965년 인근 해상을 지나던 갑재호가 침몰되어 2명이 사망했던 일이 있다. 시도와 모도 사이의 해역은 물살이 매우 빨라 이를 이용한 새우잡이 어업인"
주지도(손가락섬),자연,자연관광지,섬,전라남도,진도군,"섬의 중앙에 있는 바위가 마치 상투, 손가락, 남근 같이 생겼다하여 상투섬, 손가락섬 이라고도 한다. 인근에 구멍 뚫린 혈도와 마주보고 있으며 곁에 양덕도와 함께 두섬은 멋있는 쌍을 이루고 있다. 동백사(지력산, 324m)의 전설로 역겨진 가사5군도 주 섬으로 재미있는 설화가 전해지고 있는 섬이다. * 면적 - 0.52㎢, 해안선 - 2.5㎞, 표고 - 203m, 거리 - 가학선착장 6.3㎞(주지도 0.9㎞)"
보길도,자연,자연관광지,섬,전라남도,완도군,"완도국제항으로부터 12km 되는 거리에 있는 보길도는 일찌기 고산 윤선도가 배를 타고 제주도로 가던 중 심한 태풍을 피하기 위해 이곳에 들렀다가 수려한 산수에 매료되어, 이곳 동명을 부용동이라고 명명하고 머물 것을 결심했던 곳이다. 10여 년을 머물면서 세연정, 낙서재 등 건물 25동을 짓고 전원 생활을 즐겼으며, 그의 유명한 작품 ""어부사시사""도 이곳에서 태어났다. 이 섬에는 은빛모래 혹은 자갈밭이 펼쳐진 해수욕장이 세 곳 있어, 여름피서지로도 인기가 있다. 그 중 섬 남쪽에 위치한 예송리 해수욕장은 모래없이 작은 자갈밭이 1.4"
저도(딱섬),자연,자연관광지,섬,경상남도,사천시,"한지를 만들던 닦나무가 많았다 하여 붙여진 섬 저도(楮島)는 섬 사람들의 애환과 삶을 맛볼 수 있는 어촌마을이다. 실안 선착장에서 바라보면 죽방렴 울타리 너머로 저도가 있는데, 죽방렴과 등대, 낚시터와 푸르른 초원, 숙박시설 등이 바다와 잘 어울려 운치가 있다. 원시섬 그대로 간직된 살아 있는 민속문화재인 죽방렴은 사천시의 대표적인 정치망 어업으로 길이 100m 정도의 참나무로 된 발목을 갯벌에 박아 주렴처럼 엮어 만든 그물을 조류가 흘러오는 방향을 향해 U자형으로 벌려 원시적으로 고기를 잡는 방법이다. 요즘에는 참나무 말뚝 대신 "
볼음도,자연,자연관광지,섬,인천,강화군,"볼음도는 인천광역시 강화군 서도면 볼음도리에 위치하고, 상주인구 285명(2001. 4 현재)이며, 6.36㎢의 면적에 2개의 섬(유인도1, 무인도1)으로 이루어져 있다. 서북쪽으로는 북한의 연백군과 5.5㎞ 떨어져 있는 우리나라의 서해 북단에 위치해 있다. 강화 외포리에서 여객선으로 1시간 내지 2시간(북방의 경우) 소요되는 거리로서 깨끗한 하늘, 바다, 땅 모두 청정 지역이며 무공해 천혜의 고장이다. 영뜰 해안, 조개골 해수욕장 등 천연자연 경관을 간직한 채 조용히 살아가고 있는 순수한 마을이며, 북녘 땅이 희미하게 보여 손 뻗"
문섬/섶섬/범섬/새섬,자연,자연관광지,섬,제주도,서귀포시,"서귀포시에는 저마다의 전설과 이야기가 있는 무인도들이 있다. 서귀포항 남서쪽 해역의 섬들은 한류와 난류가 교차하는 바다에 떠 있어 어족이 풍부하다. 그래서 바다 낚시를 즐기려는 사람들이 많이 찾으며, 형형색색의 산호초와 물고기떼, 그리고 갖가지 해초 등이 한데 어우러져 신비한 수중경관을 보여준다. * 문섬 제주특별자치도 서귀포시 서귀동 (서귀포항 남쪽 1.3㎞ 해상) 서귀포시 삼매봉 아래의 외돌개에서 보면 손에 잡힐 듯 가까이에 떠 있는 섬이 문섬이다. 해발 73m, 면적 96.833㎡의 무인도이다. 문섬 수중에는 난류가 흐르고 있"
안면도,자연,자연관광지,섬,충청남도,태안군,"태안에서 약 30km정도 떨어져 있는 안면도는 우리나라에서 6번째로 큰 섬으로 태안군과 안면도를 이어주는 다리가 1970년(연장200m) 개통됨으로써 육지와 이어졌다. 본래 안면도는 반도로서, 육지인 남면과 이어져 있었는데, 삼남지역의 세곡조운(稅穀漕運)의 편의를 도모하고자 조선조 인조 때에 지금의 안면읍 창기리와 남면의 신온리 사이를 절단함으로서, 이때부터 안면곶이 섬이 되어 오늘의 안면도가 된 것이다. 안면도에는 해안선을 따라 펼쳐져 있는 14개 해수욕장(꽃지,방포,삼봉,백사장,바람아래해수욕장 등) 안면읍의 상징인 해송을 마음껏"
외연도,자연,자연관광지,섬,충청남도,보령시," 서해 고도 외연도, 육지에서 까마득히 떨어져 있어 연기에 가린 듯 하다는 의미로 붙여진 이름이다. 대천항에서 53km 떨어져 있어 뱃길로만 꼬박 두 시간 반을 헤쳐나가야 만날 수 있다. 그러나 지척에 도달하기까지 외연도는 쉽사리 모습을 드러내지 않은채 신비함에 쌓여 있다. 이름처럼 짙은 해무가 섬을 감쌀 때가 많아 망망한 바다 한 가운데서 불쑥 솟아오른 듯한 외연도의 모습과 만나게 된다. 20만평의 크지 않은 섬이지만 바다에서 곧바로 솟아오른 세 개의 산이 바다와 어우러져 멋진 경관을 이루고 있어 탄성을 자아내게 하며 산들이 온통"
을숙도,자연,자연관광지,섬,부산,사하구,"* 자연이 아름다운 곳, 을숙도 * 부산광역시 사하구 하단1동과 하단2동에 걸쳐 있으며, 부산시청에서 서쪽으로 7㎞ 지점에 있다. 1978년 2월 행정구역 개편에 따라 김해군에서 부산시로 편입되었고, 1983년 12월 15일 강서구 대저2동에서 사하구 하단동으로 편입되었다. &nbsp; 낙동강 하구에 토사가 퇴적되어 형성된 하중도(河中島)로, 갈대와 수초가 무성하고 어패류가 풍부하여 한때는 동양 최대의 철새도래지였으며, 1966년 천연기념물 제179호로 지정되었다. &nbsp; 대부분이 저습지대로 홍수 때는 수몰될 위험이 컸기 때문"
노도(김만중 유허지),자연,자연관광지,섬,경상남도,남해군,"노도는 섬에서 바라보는 금산의 절경과 앵강만의 풍광 못지않게 구운몽, 사씨남정기의 작가 서포 김만중이 56세의 일기로 유형의 삶을 마감했던 곳으로 더욱 유명하다. 벽련(碧蓮). 말 그대로 짙고 푸른 연꽃, 3천년만에 핀다는 우담바라의 마을 바로 앞 삿갓처럼 생긴 섬이 바로 노도이다. 서포가 생을 마감한 지 308년이 지난 지금 노도에는 그가 직접 팠다는 샘터와 초옥터, 그리고 허묘가 남아 그의 자리를 쓸쓸히 메우고 있다. 조선 후기 정치가로서, 문신으로서, 효자로서, 소설가로서, 한글애호가로서, 시인으로서, 한시대를 풍미한 대문호 "
죽도(울릉),자연,자연관광지,섬,경상북도,울릉군,"울릉도 저동항 동북방 4km, 도동항 동북방 7㎞ 지점에 있는 유인도이다. 도동항에서 도선이 다니고 있다. 울릉도를 찾는 관광객들은 꼭 한 번씩 들렀다 가는 곳이다. 우물이 없어 빗물을 받아 두었다가 식수로 사용하는데 집 앞에 커다란 물통이 나란히 놓여 있는 모습은 죽도만의 진풍경이다."
어청도,자연,자연관광지,섬,전라북도,군산시,"* 물 맑기가 거울 같은 곳, 어청도 * 어청도는 물 맑기가 거울과도 같아 어청도라 불리워졌다고 한다 어청도의 “청”은 맑을 청(淸)이 아닌 푸른 청(靑)자를 쓰고 있다. 그것은 BC 202년경 중국의 한고조(漢高祖)가 초항우(楚項羽)를 물리치고 천하를 통일한 후 패왕 항우가 자결하자 재상 전횡이 군사 500명을 거느리고 망명길에 올라 돛단배를 이용하여 서해를 목적지 없이 떠다니던 중 중국을 떠난 지 3개월만에 이 섬을 발견하였다는 것이다. 그날은 쾌청한 날씨였으나 바다 위에 안개가 끼어 있었는데 갑자기 푸른 산 하나가 우뚝 나타났"
연도,자연,자연관광지,섬,전라북도,군산시,"* 중국 산둥의 연기가 보인다는 섬, 연도 * 군산항에서 북서쪽으로 23㎞, 장항에서 남서쪽 8㎞쯤 떨어진 섬이다. 면적은 0.637㎢, 해안선의 길이는 4.5㎞로 매우 작은 섬이다. 최고점은 188m의 대봉산이며, 섬 전체는 기복이 비교적 크고 경사도 급한 산지로 이루어져 있다. 해안은 사질해안이 대부분이며, 남동쪽에 있는 작은 섬과는 사주로 연결되어 있다. 취락은 동쪽 해안 중앙부에 주로 분포하며, 주민은 대부분 어업에 종사한다. 연근해에서는 멸치·삼치·새우 등이 많이 잡히며, 전복·해삼 등의 채취와 대규모의 김 양식이 이루어진"
금당도,자연,자연관광지,섬,전라남도,완도군,"완도항에서 가장 동북쪽에 위치한 섬으로 고흥 녹동항과 더 가깝다. 면적은 15.5㎢, 해안선의 길이는 28.2㎞이다. 4개의 유인도와 14개의 무인도로 이루어진 금당면의 면 소재지가 있는 섬이며, 가학리, 육산리, 차우리의 3개 리가 있다. 지난 1980년까지는 완도군 금일면에 속했으나, 금일면이 읍으로 승격됨에 따라 금당면으로 분리·승격되었다. 이렇다 할 만한 해수욕장은 없지만 억겁의 세월 동안 파도에 씻기고 해풍에 깎인 해안절벽이 장관을 이룬다. 특히 육동리 해안의 '부채바위'라 불리는 주상절리 해안절벽은 여느 섬에서는 볼 수 "
주도,자연,자연관광지,섬,전라남도,완도군,"완도항에서 손에 잡힐 듯한 거리에 떠 있는 아담한 섬이다. 면적은 1.75㏊(둘레 495m)에 불과한 이 섬은 동그란 형상이 마치 구슬과 같다고 해서 주도(珠島)라는 지명이 붙었으며, 일명 ‘추섬’으로도 불린다. 추란 방언으로 봇돌(침자)을 말 하는 것으로 섬사람다운 이름이라고 할 수 있다.둥글고 자그마한 이 섬은 온통 상록수에 뒤덮여 있는데, 다도해의 푸른 바다와 초록빛 섬이 아름답게 조화를 이룬다. 주도에 자생하고 있는 식물의 수는 137여 종이며, 섬 중앙에는 원시림이 그대로 남아있어 그야말로 바다에 떠 있는 수목원이라 해도 "
마라도(마라해양도립공원),자연,자연관광지,섬,제주도,서귀포시,"북위 33도 6분 33초, 동경 126도 11분 3초, 국토의 최남단에 떠 있는 섬이다. 세계 해도에 표시된 등대가 있으며, 섬 전체를 뒤덮다시피 한 천연잔디가 이색적인 느낌을 주는 섬이다. 면적 0.3㎢의 이 섬은 해안이 가파른 절벽으로 이루어져 있어 자연풍광이 수려하다. 30여 가구 80여 명의 주민들은 어업에 종사하며, 모슬포항과 산수이수동 선착장에서 정기여객선과 관광유람선이 수차례씩 왕복 운항한다. 또한 벵에돔, 감성돔 등이 잘 낚이는 바다낚시터로도 유명하다. 이 섬에 사람이 살기 시작한 것은 1883년에 3세대가 이주하면서"
욕지도,자연,자연관광지,섬,경상남도,통영시,"욕지도는 한려수도의 끝자락에 흩어진 39개의 섬을 아우르는 욕지면의 본섬이다. 통영항에서 직선거리로 27㎞, 뱃길로는 32㎞쯤 떨어진 망망대해에서 연화도·상노대도·하노대도·두미도·초도 등과 함께 연화열도(蓮花列島)를 이루고 있다. 면적이 14.5㎢에 해안선의 길이가 31km나 되고, 연화열도에서도 가장 큰 섬이다. 섬 안에서의 교통편이 미흡한 것과는 달리 욕지도까지 가는 배편은 통영의 어느 섬보다도 편리하다.욕지도는 모두 1000여 가구의 주민이 살만큼 규모가 큰 섬이지만, 뭍에서는 거의 알려지지 않아 조용한 섬이다. 그래서 욕지도"
비진도,자연,자연관광지,섬,경상남도,통영시,"한산면에 속해 있는 섬으로 마치 아령처럼 생겼다. 산수가 수려하고 풍광이 뛰어날 뿐 아니라, 해산물이 풍부해 보배에 견줄 만하다고 해서 비진도라 이름 붙여졌다. 비진도의 백미는 안섬과 바깥섬을 연결해 주는 비진해수욕장이다. 서쪽 해안가는 가느다란 은모래사장과 잔잔한 바다 물결이 평화로우며, 동쪽해변은 몽돌밭에다 거센 물결이 몰아치는, 독특한 지형의 해수욕장이다. 이러한 섬 생김새 덕에 한자리에 앉은 채로 일출과 일몰을 한꺼번에 만끽할 수 있는 곳이기도 하다. 해수욕장 주변에는 아름다운 섬들이 감싸고 도처에 낚시터가 있어 해수욕과 낚"
국화도,자연,자연관광지,섬,경기도,화성시,"경기도 화성시 우정읍 국화도는 서해바다에 아름다운 꽃처럼 피어난 섬 이라는 뜻과 이곳에서 많이 채취되고 있는 조개의 껍질인 조가비가 국화꽃을 닮았다고해서 섬이름을 예전부터 국화도로 불러왔다고 한다. 화성시 서신면 궁평항에서 배로 40분, 당진 장고항에서 배로 20분 거리에 위치하며 국화도 선착장을 지나 민박집이 있는 곳을 향해 걸어가다 보면 왠지 낯익은 단층 건물 하나가 눈에 들어온다. 교실이 두 칸뿐인 국화분교인데, 지금은 폐교된 상태이다. 국화도는 조선시대에 유배지였다. 14대째 이곳에 살고 있는 박복만 씨에 의하면 섬의 원래 "
창선도(장포마을),자연,자연관광지,섬,경상남도,남해군,"남해군에는 남해도와 창선도라는 2개의 큰 섬이 있다. 그 중 창선도는 하나의 면을 이루고 있다. 동으로는 고성군, 통용시가 있고 서와 남은 남해도, 북으로는 사천시와 접해 있는 아름다운 섬이다. 해안선을 따라 낚시터가 골고루 분포되어 있고, 풍부한 수산자원은 주민의 주소득원이다. 특산물로는 피조개, 새조개, 개조개, 바지락, 미역, 홍합, 개불, 백어, 고사리, 취나물, 완두콩 등이 있다. 장포(長浦)마을은 창선면에 있는 32개의 마을 중의 하나로, 부락이 긴(長) 포구(개)를 이루고 있어서 장포라는 지명이 붙여졌다. 창선도 동부해"
연대도,자연,자연관광지,섬,경상남도,통영시,"통영항에서 남서쪽으로 18㎞쯤 떨어진 섬이다. 통영항에서는 뱃길로 50여분 거리이지만 미륵도의 달아공원에 올라서면 저도·학림도·만지도와 함께 개짖는 소리까지도 들릴 듯이 가깝게 보인다. 섬의 면적은 1.14㎢에 불과하고 마을이 하나뿐인데도 역사만큼은 통영의 어느 섬보다도 장구하다. 이미 신석기시대부터 사람이 살았음을 입증하는 조개무지(貝塚, 사적 제 335호)가 발견되었고, 임진왜란 당시에는 삼도수군통제영의 수군들이 왜적의 침입을 알리기 위한 연대(煙臺; 봉화대)를 이 섬의 정상에다 설치했다고 한다. 연대도라는 지명도 거기서 비롯됐"
나리분지,자연,자연관광지,섬,경상북도,울릉군,동서 약 1.5km 남북 약 2km 울릉도 유일한 평지로 성인봉의 북쪽의 칼데라화구가 함몰하여 형성된 화구원으로 그 안에 분출한 알봉(611m)과 알봉에서 흘러내린 용암에 의해 다시 2개의 화구원으로 분리되어 북동쪽에는 나리마을 남서쪽에는 지금은 사람이 살지않는 알봉마을이 있다. 우산국 때부터 사람이 살았으나 조선조에 이르러 공도정책으로 수백 년 비워오다가 고종 때 개척령에 따라 개척민들이 이곳에 왔는데 옛날부터 정주한 사람들이 섬말나리뿌리를 캐어 먹고 연명하였다하여 나리골이라 부른다. 개척당시 거주민 93호에 500여 명이 거주한
태도,자연,자연관광지,섬,전라남도,신안군,"흑산도에서 배를 갈아 타고 2시간쯤 가면 네댓 개의 섬이 보인다. 홍도와 가거도 사이에 있는 섬이 상태도, 가운데 섬이 중태도, 그리고 가거도 쪽에 가까운 맨 아래 있는 섬이 하태도다.물이 깨끗한데다가 수심이 깊고 남해와 서해의 빠른 물살이 수시로 교차하기 때문에 서쪽 바다와 남쪽 바다의 고기들이 다 모여들며 태도에서 나는 수산물은 모두 순수자연산이다. 남해와 서해의 두 바다가 만나는 모서리에 위치하기 때문에 물살이 세서 양식같은 것은 꿈에도 생각할 수 없는 자연환경이지만, 태도에는 자연산 돌김들이 섬 주위의 갯바위에 발에 차일 만"
암태도,자연,자연관광지,섬,전라남도,신안군,"목포에서 서쪽으로 28.5km 지점(동경 126。16′, 북위 34。39′)에 자리한 암태도는 동쪽으로는 목포시의 유달산을 바라보고 있고, 남쪽으로는 팔금면, 북쪽으로는 자은면과 마주하고 있는 섬이다. 목포항에서 뱃길로 1시간 20분쯤 걸리며, 압해도 송공항에서 배를 타면 25분 정도 소요된다. 돌이 많이 흩어져 있고 바위가 병풍처럼 둘러싸여져 있다고 하여 암태도라 하였으며, 섬 한복판에 장부의 기상인 양 우뚝 솟은 승봉산(해발 355m)이 늠름한 기백을 자랑하며 나그네를 반긴다. 멀리 상고시대까지 올라가는 긴 연혁을 간직한 암태도"
신의도,자연,자연관광지,섬,전라남도,신안군,"서남단 다도해상에 위치한 신의도는 동으로는 진도군, 서쪽은 하의면, 북쪽은 장산면을 바라보고 있다. 신의도는 유인도 5개, 무인도 30개의 도서로 형성되어 있으며, 해안선은 87㎞에 달하고 있다. 신의면 상태도와 하태도를 좌우 제방으로 연결하고 있는데 농경지는 비교적 적고 염전이 많으며, 남과 북이 반월형(半月形)으로 형성되어 있다. 신안군의 염전지역 중 신의도 염전지역 생산량이 가장 많으며, 풋고추를 재배하는 비닐하우스가 많이 있다. 신의도의 문화 유적으로는 신안군 향토자료 제 4호인 상서 고인돌이 있는데, 상서4리 마을 뒷산에 "
연평도(대/소 연평도),자연,자연관광지,섬,인천,옹진군,"인천에서 뱃길로 145km 떨어진 연평도는 서해 최북단에 위치하며 북한의 부포리가 불과 10km 거리에 있는 서해 최대의 어항으로 통한다. 황해도 해주 수양산으로부터 일곱번째에 있는 이 섬은 옛 모습을 간직하고 조용히 살아가는 곳으로서, 바다 위를 기차가 달리는 것처럼 평평하게 뻗친 형이라 하여, ""연평도""라 한다. 또한 전초방위기지로써 1999년 연평해전 이후 일반에 널리 알려져 피서지로 각광받고 있다. 우리나라 제일의 조기어장으로 유명한 파시가 열려 많은 인기를 누리던 곳으로 조선시대 임경업 장군이 병자호란때 청나라를 치러 명나"
죽도(보령),자연,자연관광지,섬,충청남도,보령시,"면적 0.06㎢, 해안선 길이 1.8㎞쯤 되는 죽도는 원래 남포면 월전리 앞 바다에 두둥실 떠있던 섬이다. 그러나 지금은 남포 간척지 공사로 인해 방조제가 완공되면서 뭍과 연결되어 섬 아닌 섬이 되었다. 섬 전체에 울창한 대나무가 가득하여 대섬이라고 하였고, 바다를 생계로 살아가는 한적한 어촌이었다. 남포방조제가 생긴 이후 대천해수욕장과 무창포해수욕장의 중간 지역에 위치한 지리적 특성, 섬 서쪽의 기암절벽의 비경과 섬 전체의 울창한 수림으로 관광지 개발에 박차를 가하고 있다. 이 곳에는 휴양 콘도미니엄과 돔하우스형 가족호텔 등 숙박"
죽도(홍성),자연,자연관광지,섬,충청남도,홍성군,"육지에 둘러싸여 호수처럼 잔잔한 바다 한가운데 푸른섬 죽도섬을 뒤덮고 있는 ""시누대""란 대나무들 때문에 올망졸망 달라붙은 8개 작은 섬들의 동글납작한 정수리 위가 너나없이 파란색이다. 시누대는 보통 키가 작지만 이곳 시누대는 두 길은 될 정도로 키가 크고 발 들여놓을 틈조차 없이 밀생한다. 이곳의 바닷물은 남해 못지 않게 맑다. 주변에 개펄이 적고 파도가 없어 바다 속이 훤히 비친다. 두개의 섬을 이어 붙인 본섬은 1시간 반 정도면 일주가 끝난다. 썰물 때 해안을 따라 돌면, 우선 해안바위들이 눈길을 끈다. 가까이 가서 보면 별난 "
효자도,자연,자연관광지,섬,충청남도,보령시,"면적 1.34㎢, 해안선 길이 5.4㎞의 작은 섬으로 옛날부터 효자가 많이 났다하여 효자도라 부른다. 서쪽에 0.8km의 좁은 수로를 끼고 원산도가 있고, 북쪽으로 약 2km 거리에는 안면도 영목포구가 있다. 산이 없는 이 섬에서는 해발 47m의 구릉이 가장 높다. 주민들의 주 소득원은 가두리양식업이며 효자도리 내에 추도, 육도, 소도, 월도, 허육도의 유인도가 있다. 특산물로는 우럭이 있다. * 섬구성 : 본섬1 * 면적 : 999,059㎡ "
